Date,Comment
2025-12-05T08:02:31Z,god bless pak bapak berdua
2025-12-05T08:02:03Z,jaman pak sby government santai karena digerakkan private jaman pak jokowi government lead memimpin growth pertumbuhan tapi privatenya ga terlalu jalan sekarang dikombinasikan kedua duanya
2025-12-05T07:50:18Z,bayangkan kalau semua mentri smart semua mentri aja berpengaruh banyak apa lagi kalau semua
2025-12-05T07:42:12Z,dan airmata pun menetes akibat optimisme yg over
2025-12-05T07:36:55Z,gen z lemah mental
2025-12-05T07:36:35Z,pengen lanjut s beasiswa pak purbaya
2025-12-05T07:32:29Z,diantara semua poadcast yg menarasikan isi obrolannya daging ternyata gak sedaging obrolan orang ini
2025-12-05T07:32:07Z,pak obrolan ini masih masuk untuk saya yang cuma lulusan s
2025-12-05T07:32:04Z,isinya daging
2025-12-05T07:28:40Z,big applause
2025-12-05T07:22:07Z,dua pakar bertemu luar biasa
2025-12-05T07:16:11Z,mahal
2025-12-05T07:15:46Z,gila kedua orang ini kacau cerdas visioner realistis sakit andai semua menteri kayak gini
2025-12-05T07:15:00Z,salut orang visioner tapi berbicara sangat realistis dan membumi keren sehat pa purbaya dan pa gita
2025-12-05T07:12:04Z,pak purbaya gak pernah bahas menkeu sebelum nya
2025-12-05T07:06:01Z,pak gita tahu info tentang update tentang profil negara lain itu dari mana ya
2025-12-05T07:03:48Z,dari sini kita belajar jangan milih mentri dari orang partai
2025-12-05T07:00:49Z,mata kuliah sekian puluh sks per semester seakan dirangkum dalam hampir jam saja terima kasih pak gita pak pur bapak berdua dibutuhkan negeri ini
2025-12-05T07:00:19Z,kenapa kebijkan lebih tepat pikiran pak purbaya itu simpel realistis dia bisa menempatkan mana yg lebih prioritas
2025-12-05T06:53:30Z,negri ini butuh orang yg berkompeten berilmu sesuai bidangny klo jtoh pda orng yg tdk tepat mka tnggulah hancurnya
2025-12-05T06:53:00Z,rugi gak nonton podcast ini ilmu tingkat dewa
2025-12-05T06:52:31Z,baru kali ini saya seneng dengerin mankeu ngomong serasa kuliah singkat terimakasih pak gita
2025-12-05T06:47:43Z,tak akan kulewatkan satu video pun dari channel pak gita
2025-12-05T06:45:32Z,matur nuwun bapak bapak jago semangatt kita menuju kekayaan
2025-12-05T06:42:39Z,purdue harvard discussion
2025-12-05T06:40:32Z,lanjutkan pak gita undang menteri yang akal sehat
2025-12-05T06:34:06Z,terima kasih pak gita
2025-12-05T06:32:25Z,pintar yg dimaksud pak purbaya adalah berani ambil resiko tanpa ego
2025-12-05T06:32:10Z,my lordd obrolan apaa ini
2025-12-05T06:28:55Z,terima kasih pak purbaya atas sharingnya usia ku saat ini tahun sdh pensiun dini karena sempat sakit bulan sekarang sdh selesai recovery alhamdulillah anak juga sdh lulus pingin ambil kuliah s untuk belajar lagi untuk melanjutkan hidup dan kita sebaiknya bisa berkontribusi buat orang lain alhamdulillah ya allah atas kesempatan kedua yang kau berikan bismillah
2025-12-05T06:22:13Z,semoga pak purbaya selalu diberikan kesehatan dan kemampuan dalam tugas memperkaya masyarakat indonesia aamiin
2025-12-05T06:21:38Z,terlalu mewah ini podcast
2025-12-05T06:19:11Z,rekam jejak kuliahnya jelas
2025-12-05T06:18:32Z,saya pln dan pak purbaya sangat update keadaan saat ini mantap
2025-12-05T06:16:51Z,gaswat ini gw jatuh cinta pada kedua bapak ini masyallah pada pinter bget ini butuh obat pintar ini biar cepat pinter kek bapak ini haha
2025-12-05T06:14:50Z,se visioner itu lho pak president prabowo bravo
2025-12-05T06:13:54Z,ini bukan cuma daging aja tapi sayur buah segala jenis makanan ikut juga
2025-12-05T06:01:19Z,daging waghyu ini terima kasih utk ilmunyaa pak gita amp pak pur
2025-12-05T06:00:58Z,senang sekali saya dengan pembicaraan ini
2025-12-05T05:52:28Z,sy cuma ibu rt dengerin obrolan ini bener gigit berisi jd tau bagaimana membaca situasi kondisi saat terjadi krisis atau situasi yg aman terimakasih sdh menghadirkan obrolan yg asik ini
2025-12-05T05:52:26Z,bagaimana mungkin mau meningkatkan pertumbuhan ekonomi namun liquiditas didaerah dihabisi dengan pemangkasan dana transfer dmn logicnya
2025-12-05T05:51:58Z,matur nuwun
2025-12-05T05:45:24Z,terima kasih pak purbaya dan pak gita serta team endgame ini ilmu yang sangat mahal
2025-12-05T05:44:36Z,dialog yang mencerdaskan kita butuh acara seperti ini bukan debat debat tv yang saling memotong pembicaraan saling mencari kesalahan tanpa kesimpulan yang mencerahkan
2025-12-05T05:39:04Z,bismillah dilancarkan tuhan utk negeri ini
2025-12-05T05:36:50Z,dapat tontonan ekslusif buat segala kalangan terima kasih endgame pak gita
2025-12-05T05:34:51Z,berasa dengerin profesor bahas ekonomi negara dan internasional
2025-12-05T05:34:46Z,istimewa istimewa mebuka wawasan
2025-12-05T05:33:37Z,kali ini pak pur mendapat lawan bicara yang setara minim jokes nyeleneh spt ktk beliau bicara dgn org u know who hehe irt here menonton sambil berharap anak bangsa indonesia kelak semakin banyak yg berkualitas spt mereka aamiin
2025-12-05T05:32:55Z,semoga pak purbaya bisa bertahan lama untuk mewujudkan rencana rencana terbaiknya
2025-12-05T05:29:44Z,guru cuma rb pak
2025-12-05T05:28:30Z,kuliah gratis
2025-12-05T05:19:00Z,mendengar pembicaraan ini terbukti bahwa perlawanan kita protes kita demo mahasiswa itu ngaruh guyss pak purbaya diangkat untuk didesain menjadi secercah cahaya kepada para warga pemerintah melihat bahwa mereka perlu ubah image mereka mengembalikan harapan kata pak purbaya so far pak purbaya kelihatan professional seems like he has good head tapi tetap dia bergerak atas perintah presiden dan siapapun dibelakangnya untuk menjadi pemerintah yg pro rakyat kita sebagai rakyat tidak boleh lengah pak purbaya patut diapresiasi atas profesionalismenya tapi tetap kita harus vokal atas hak kita next menteri kehutanan dan lingkungan liat akibat dari kerusakan lingkungan tuh walaupun sektor ini banyak sekali orang yg involved trmasuk presiden kalian semua tetap optimis
2025-12-09T14:51:28Z,optimis walau banyak menteri yg dari partai bukan dari profesional dimana mengambil kebijakan berdasarkan pertimbangan politis bukan base on data salah satu contoh menteri esdm kita seperti quot the wrong man in the wrong place quot bukan tidak kompeten tp kompetensinya sepeti tidak pada tempatnya btw its just my opinion semoga orang pintar dan berintegritas mau dan mendapat kesempatan untuk menjadi bagian dari pemerintah
2025-12-05T05:14:39Z,sy bukan siapa tp kagum dg pak purbaya pinter cerdas keren gada takut
2025-12-05T05:14:34Z,kuliah umum sangat mewah
2025-12-05T05:07:57Z,ini baru podcast yg bener quot membangun cara berfikir rakyat tentu semua by data
2025-12-05T05:06:45Z,para ekonom sedang diskusi kita pura pura ngerti aja guys
2025-12-05T05:04:26Z,dua orang ini benar bener brilian dna kompeten dia bisa menjelaskan dgn bahasa yg mudah dimengerti oleh orang awam dan sangat pragmatis tidak dogmatis thanks pak gita buat tontonan yang berkualitas ini
2025-12-05T04:57:00Z,tolong lah bapak quot saya banyak berharap dari bapak untuk menjadikan indonesia dan rakyatnya menjadi negara maju makasi pak gita dan pak purbaya
2025-12-05T04:32:40Z,tontonan brilian sampai terharu krna nyaksiin org cerdas bisa menyampaikan informasi level tinggi tapi mudah dicerna masyarakat biasa
2025-12-05T04:30:49Z,besok kalau milih standar pejabat indoesia minimal seperti pak purbaya ya temen temen
2025-12-05T04:22:02Z,kebijakan apa nih rakyat ga kerasa
2025-12-05T04:19:10Z,kasihan pak purbaya disekelilingnya byk org yang mau menghancurkan ekonomi semua musuh berdampingan siap sikut beliau
2025-12-05T03:59:51Z,serasa kuliah ekonomi terikasih pak atas ilmunya
2025-12-05T03:58:36Z,bukan basic ekonomi tapi aku nonton sampai habis ini perbincangan berkelas
2025-12-05T03:53:59Z,ini podcast terbaik
2025-12-05T03:49:53Z,next undang wapres dong bahas ai dan blockchain sepertinya akan daging juga obrolannya
2025-12-05T03:48:52Z,dear netizen kurangin nonton tiktok banyakin nonton yang begini niscaya maju ini negara
2025-12-05T03:46:23Z,sehat dan barokah pak gita amp pak purbaya
2025-12-05T03:45:42Z,ibnu muzab ary aktivis uii yogyakarta dan kua kec peureulak aceh
2025-12-05T03:40:49Z,berasa kuliah ekonomi berpuluh puluh sks nonton ini
2025-12-05T03:40:04Z,alhamdulillah istimewahterima kasih pak purbaya dan pak gita keep inspiring
2025-12-05T03:26:19Z,liat proses pak purbaya tidak semua orang mau melakukan itu
2025-12-05T03:23:58Z,sedih bener
2025-12-05T03:21:46Z,quot quote quot dalam podcast ini adalah menkeu quot kalau ada masyarakat yang tidak bisa menikmati hasil pembangunan ekonomi dan itu jumlahnya semakin banyak kita akan mencipatakan ketidakstabilan sosial politik itu yang perlu saya monitor seiap waktu quot
2025-12-05T03:19:51Z,yg hebat ya istrinya sih
2025-12-05T03:19:28Z,cerdas
2025-12-05T03:18:59Z,full daging kereen tokoh ekonom lndonesia
2025-12-05T03:14:33Z,tontonan yang sangat teramat mewah dengan keahliannya dan dikemas sedemikian rupa terimakasih bnyak pak gita dan pak purbaya
2025-12-05T03:12:52Z,daging semua dari soal gaji guru sampai indonesia akan go menjulang semoga konsisten dan mereka dilindungi da diberkahi allah swt amin
2025-12-05T03:11:55Z,merinding nonton ini ih
2025-12-05T03:08:58Z,pak purbaya saya masih bodoh pak saya pengen dibayari kuliah pak purbaya
2025-12-05T03:06:13Z,beneran kuliah ini sih
2025-12-05T03:01:19Z,sejauh ini cuma pak gita yg mengimbangi pak purbaya secara pemikiran berkelas ga cuma sekedar wawancara kepada narasumber
2025-12-05T02:58:30Z,ini baru kelas nya orang hebat
2025-12-05T02:58:22Z,nonton podcast berkualitas bravo indonesia maju
2025-12-05T02:57:57Z,good podcast
2025-12-05T02:57:31Z,rame yang nonton nih mentri idaman
2025-12-05T02:57:23Z,salah satu podcast yg sangat mengedukasi solutig dan berbobot tidak menimbulkan debateble tak ada adu urat kebodohan tak ada yg mendominasi tidak ada yg merasa pinter tapi telah dapat membuat kita semakin pinter
2025-12-05T02:53:50Z,mentri sebelumnya ngapain ya sri sri mulat itu
2025-12-05T02:53:30Z,pemikirannya mirip anies cuman ini versi koboy
2025-12-05T02:48:53Z,kuliah gratis dan bermutu
2025-12-05T02:48:38Z,merinding nonton mereka ini yallah kabolkunlah niat baik beilau mudahkanlah jalannya ridhoilah yallah aamin
2025-12-05T02:45:17Z,finance guys sehat ya kedua bapak ekonom
2025-12-05T02:44:33Z,pak gw tolong undang wapres dong supaya kita tau kualitas lulusan oz sg uk
2025-12-05T02:44:18Z,mentri keuangan too the moon
2025-12-05T02:37:14Z,mohon bantuannya bapak saya sebagai guru asn jujur untuk kita sangat ingin melakukan pengembangan diri untuk menjadi pengajar dan pendidik yang baik namun untuk sekedar beli buku saja kita berpikir kali apalgi kita ingin ikut pelatihan pemerintah memang menyediakan pelatihan namun sangat terbatas dan seringkali hanya formalitas saya melamar menjadi guru gaji bukan orientasi utama saya namaun menurut saya penigkatan pendapatan guru sifatnya kebutuhan bukan karena nafsu serakah dan mohon bantu suarakan penanganan korupsi didunia pendidikan
2025-12-05T02:35:54Z,undang guru gembul dong pak gita
2025-12-05T02:34:16Z,alhmdulillah
2025-12-05T02:33:53Z,saya single parents bawa enam anak lagi banyak nya biaya dengerin ini beneran daging bgt ngobatin trauma finansial
2025-12-05T02:32:35Z,pak gita amp pak purbaya dua tokoh yang obrolan nya sangat nyambung
2025-12-05T02:32:23Z,indonesia masih ada harapan
2025-12-05T02:28:40Z,pak beasiswa s nya kasih saya aja pak ketimbang banyak yang nolak mwehehehe
2025-12-05T02:28:37Z,laki yg brilyan otaknya rupawan wajahnya dan bersih hatinya lurus jalannya semoga allah sll melindungi pak purbaya dan pak gita wiryawan dari orang yang busuk hatinya
2025-12-05T02:27:05Z,ganti bea cukai dengan sgs swiss
2025-12-05T02:25:01Z,pengen sekolah lagi ambil ekonomi karna pak purbaya dan pak gita
2025-12-05T02:23:23Z,pak amankan hutan banyak tambang dan sawit tpi duitnya tidak masuk negara untuk memperkaya diri sendri
2025-12-05T02:22:09Z,hrs invite juga prof stella
2025-12-05T02:13:50Z,indonesia kurang orang pintar tetapi lebih kurang lagi orang jujur amanah dan beradab
2025-12-05T02:11:14Z,rektor yang dimaksud kemungkinan pak hariad p soepangkat dosen fisika
2025-12-05T02:11:12Z,bahasan daging
2025-12-05T02:05:27Z,sebenernya agak lucu mendengar powerhouse ekonomi membicarakan visi quot mencerdaskan bangsa quot yang mana memang cita cita kita bersama tapi kita kadang lupa bahwa pemikir pemikir kita yang sudah sekolah jauh membuka pikiran dan menjadi kritis berakhir dibungkam elit negara kita tidak lupa kasus bu karen pak tom dan terbaru bu ira maka jangankan berharap memiliki lebih banyak cendikiawan sekarang kami cuma bisa berharap esok bangun dan bekerja tanpa cemas bertemu aparat negara
2025-12-07T04:03:02Z,sdh beda bro krn sdh ganti pemimpin lihat saja bgmn thn dipimpin jokowi mulai sekarang sdh ada pembenahan semoga mulai saat ini kondisi negara trs membaik dgn jebijakan pemerintah yg semakin baik pula
2025-12-07T11:51:04Z,entah sampai kapan ini akan berhenti kecerdasan semata tidak bisa memberikan apapun jika selalu ada permainan power didalamnya
2025-12-07T12:22:33Z,istilahnya pembunuhan karakter ya bung
2025-12-05T02:04:55Z,mantabb tks pk
2025-12-05T02:04:05Z,great podcast thank you mr gita
2025-12-05T02:03:37Z,fufu fafa kira nonton ini gak yaa
2025-12-05T02:03:25Z,epic talk
2025-12-05T02:01:58Z,seru ini sesama pemikir ekonomi murni berbincang
2025-12-05T02:01:42Z,pak gita sudah lama bicara tentang pentingnya mengatur negara dengan melihat uang beredar waktu perbankan benar distimulus t serasa membenarkan pendapat pak gita good job pak purbaya nonton ini seperti mendengar otak ketemu otak
2025-12-05T01:59:51Z,sudah lama tidak melihat sosok pemimpin yang benar benar pemimpin
2025-12-05T01:48:30Z,trmksh pak gita
2025-12-05T01:44:27Z,fufufafa gak relate
2025-12-05T01:43:52Z,i truly appreciate this podcast because conversations like this are extremely rare to hear from someone currently in government and everything discussed here feels fresh and insightful the subtitles are clear with well refined phrasing that strengthens every line shout out to pak gita s team for the meticulous translation work pak purbaya s persona comes through in full his life story his iconic confidence the intellectual foundations behind the policies he has made and his subtle soft jabs at the things that aren t right within the governmentno wonder it reached k views in just one day
2025-12-05T01:42:13Z,makasih pak pur dan pak gita perbincangan ini bisa menjadi turning point selanjutnya buat saya untuk mengevaluasi milestone saya saat ini terima kasih banyak
2025-12-05T01:36:25Z,pak pur kirim saya sekolah keluar
2025-12-05T01:35:00Z,ternyata sri mulyani ampas nya ampas
2025-12-05T01:33:42Z,dua duanya idolaku buanget
2025-12-05T01:29:15Z,tontonan mewah dan berbobot terima kasih pak gita wirjawan tetap semangat dan tetap maju
2025-12-05T01:29:09Z,jurnal penelitian paper buku sesuatu yg mengisi pemikiran
2025-12-05T01:20:41Z,ini wapres sekarang ya
2025-12-05T01:20:10Z,podcast mahal akhir tahun ini
2025-12-05T01:19:44Z,seperti biasa pak purbaya ngobrolnya santai bahasa mdh dimengerti cerdas dan memang beliau ini menjadi magnet yg kuat apalgi dgn kbijakannya yg slalu dinanti oleh rakyat indonesia gbu pak
2025-12-05T01:18:24Z,andre taulany pinter juga ekonominya
2025-12-05T01:18:01Z,ini baru podcast smart people bukan yang ngurusin aib orang
2025-12-05T01:15:51Z,apa bisa mencegah korupsi yang quot harus quot dilakukan unt mengembalikan dana kampanye yg lalu amp mencari dana kampanye berikutnya
2025-12-05T01:14:39Z,goat minister having convo with former goat minister
2025-12-05T01:12:59Z,biarkan sistem meritokrasi tumbuh hasilnya orang orang pintar seperti yang sedang kita tonton saat ini yang tampil untuk indonesia yang lebih baik
2025-12-11T07:28:04Z,setuju
2025-12-05T01:08:51Z,ngeri
2025-12-05T01:08:26Z,keren kalo orang pinter dan ada isinya ketemu dan gibah bener bener bermutu ya semoga pak purbaya bisa membantu indonesia berubah terima kasih pak gita untuk berbagi kesempatan dan informasi melalui channel ini
2025-12-05T00:57:37Z,gen z yaa pak gmana dgn gen alpha skrg ya
2025-12-05T00:52:48Z,kelas pak terimakasih ilmunya baru kali ini liat podcast full tanpa skip
2025-12-05T00:52:29Z,ini bukan wawancara ini adalah quot ngaji ekonomi quot yang dibawakan oleh orang quot ustadz ekonomi quot dengan dalil dalil yang quot sahih quot
2025-12-05T00:52:25Z,ini brp sks hahahaha
2025-12-05T00:49:01Z,purbaya sadewa maung
2025-12-05T00:46:25Z,podcast yg keren
2025-12-05T00:46:20Z,alhamdulillah masih bs menemukan orang yg cerdas mental n spiritual
2025-12-05T00:46:06Z,semoga apa yang pak purbaya perjuangkan untuk kemajuan indonesia bisa terwujud
2025-12-05T00:44:28Z,asli pak purbaya gayanya memang suombong tp asik
2025-12-05T00:40:35Z,aih bapak purbaya yang ditunggu muncul lagi nih kangen pak purbaya
2025-12-05T00:33:02Z,kalo ekonomi beneran tembus gw janji keluar rumah pake jas biar keliatan ikut kontribusi
2025-12-05T00:36:09Z,endgame tapi isinya diskusi ekonomi bukan thanos indonesia beda level
2025-12-05T00:37:32Z,bang purbaya ini tipe yang kalo ngobrol tentang utang negara sambil makan gorengan tetep ganteng
2025-12-05T00:37:54Z,dengerin pak purbaya nih rasanya kayak denger bapak bapak jelasin harapan hidup tapi versi ekonomi
2025-12-05T00:30:56Z,ilmu mahal
2025-12-05T00:30:40Z,klo tom lembong gabung ini pasti seru
2025-12-05T00:29:50Z,malah kepikiran gmna jadinya bila semua anggota dpr mpr sekaliber beliau berdua
2025-12-05T00:27:30Z,perasaan era dulu menkeu berdiri dipodium smbil ngumumin pajak naik dan naik
2025-12-05T00:22:35Z,terima kasih pak gita yang ditunggu akhirnya tayang juga
2025-12-05T00:21:03Z,salam dari ex halliburton yg sekarang bangun dunia usaha juga ternyata ekonomi menarik
2025-12-05T00:15:23Z,kuliah singkat ala pak pur dan pak gita
2025-12-05T00:14:48Z,quot yg mempersulit kita sendiri quot bener kan negri ini tuch banyak orang cerdas setuju pak bereskan pemalak yg mempersulit investorinsyaa allah bapak selalu dlm lindungannya krn bapak adalah energi dan vitamin negri ini
2025-12-05T00:10:37Z,menarik
2025-12-05T00:01:34Z,full daging terimakasih mengajari kami yang nggak sekolah tinggi
2025-12-04T23:55:29Z,brain storming economic expert ex and current ministries
2025-12-04T23:52:17Z,quot asing banyak yang melirik kita sendiri yang kadang mempersulit sebenarnya kita mau apa tidak quot
2025-12-04T23:39:42Z,isinya daging semua dagingnya lulur has dalam gak kesulitan ngunyah mak hlep bisa dinikmati
2025-12-04T23:36:32Z,harusnya bertiga satu lagi jokowi biar lebih bermutu
2025-12-04T23:35:45Z,memang kita sangat kurang sarjana quot stem untuk negara menjadi maju
2025-12-04T23:30:26Z,pak yang perlu diperhatikan lagi guru swasta pak dan juga guru paud dan tk dimana selama ini hanya semua tk status nya swasta
2025-12-04T23:26:00Z,youtube premium
2025-12-04T23:17:21Z,ini baru ahli ekonomi yg benar sesuai dg dasar ilmu ekonomi makro theori adam smith benar diaplikasi kan kebijakan fiskal ekonomi
2025-12-04T23:17:20Z,denger org diskusi dgn level intelligent yg setara bener ngeri dahh berasa pengen lanjut kuliah lagi
2025-12-04T23:13:24Z,biarkan saya memulihkan ekonomi dulu saya pikir ia sangat jujur
2025-12-04T23:04:46Z,indonesia butuh banyak orang pinter jujur berintegritas in syaa allah bisa
2025-12-04T22:56:05Z,membuat kita optimis lagi terhadap indonesia pandangan an dan kebijakanya pak pur benar benar untuk publik terasa sekali auranya saat mendengar langkah policynya
2025-12-04T22:54:51Z,quot ini bukan lagi daging semua tapi wagyu a quot
2025-12-04T22:50:46Z,termotivasi untuk ambil s ekonomi
2025-12-04T22:49:31Z,jaman luhut jokowi ga ada orang pinter masa sih bukannya yg pinter mentri diresuffle
2025-12-04T22:48:39Z,orang pria istimewa yg saya hormati dan kagumi sedang berbincang
2025-12-04T22:45:57Z,kereta cepat pemikiran lebih maju persis kayak jokowi
2025-12-04T22:28:44Z,sepanjang yng saya lihat ini podcast trbaik
2025-12-04T22:24:10Z,what a interview
2025-12-04T22:21:01Z,asli daging
2025-12-04T22:08:55Z,harusnya ada mas wapres ikut d podcast ini
2025-12-04T22:08:45Z,begini hanya juru bayar wkwk mantap pak purbaya bercandanya hihi tetap semangat tetap sehat selalu pak memperbaiki negara indonesia ini
2025-12-04T21:50:45Z,terimakasih luar biasa energinya tersampaikan pak gita
2025-12-04T21:48:58Z,setelah menonton mendengarkan menyimak obrolan dua orang ini betapa sedihnya ketika masih ada pejabat yang melakukan korupsi betapa indonesia bisa maju andai semua berpikir utk quot kemajuan indonesia quot
2025-12-04T21:06:45Z,saya bakul warung ngerasa masuk kelas berbayar puluhan juta ratusan masyaallah
2025-12-04T20:55:32Z,pembicaraan ya sangat bermutu dan sngat revolusioner seperti ini seorang pejabat dan mantan pejabat pasti rakyat senang
2025-12-04T20:46:21Z,pokoknya liat vidio p purbaya srneng
2025-12-04T20:41:11Z,siapa yang kemarin bilang sekolah gak penting
2025-12-04T20:36:47Z,mencoba mengikutin obrolan orang pintar
2025-12-04T20:35:26Z,harusnya dr dulu pak prabowo pasti sekarang sekolah
2025-12-04T20:23:36Z,ok
2025-12-04T20:09:38Z,podcast yg bermutu
2025-12-04T20:00:49Z,th ini ternyata rakyat dibuat miskin biar laku tuh serangan fajar
2025-12-04T19:53:39Z,podcast berisi padat wawasan bravo
2025-12-04T19:47:56Z,sebenarnya ada satu cara yaitu bunga bank dan bunga deposito sehingga uang beredar banyak dan bunga kredit sekitar persen tapi apakah pemerintah berani
2025-12-04T19:22:08Z,buset sehari rb haha
2025-12-04T19:16:34Z,menteri keuangan yg sekarang luar biasa hebat dengan nutup barang impor umkm baru bisa mulai aktif kembali terima kasih semoga allah selalu melindungimu pak
2025-12-04T19:14:13Z,membaca belajar kuncinya
2025-12-04T19:04:31Z,aku gak paham semuanya tetapi inilah yang sudah lama aku harapkan dari pejabat negeri ini transparansi dan penjelasan
2025-12-04T19:00:39Z,k e r e n
2025-12-04T18:57:25Z,coba bandingkan dengan wapres samsul nilai banding
2025-12-04T18:57:03Z,sekolah gratis pak menteri dengan begitu banyak tercipta para ahli
2025-12-04T18:46:59Z,ngomong apa ini semuanya ilmu ga ada basa basinya tolong menteri ini ajarin menteri yang lain
2025-12-04T18:44:20Z,sedikit optimis karna semua omongan dr bpk purbaya tidak ada janji yng keluar
2025-12-04T18:30:53Z,ini namanya mencerdaskan masyarakat bukan kaleng kaleng orang ini
2025-12-04T18:30:16Z,menyenangkan dan bermanfaat
2025-12-04T18:29:34Z,cerdas sekali gak kayak yang ngomong jt lapangan kerja si planga plongo
2025-12-04T18:24:51Z,rekruitment pemda atau dinas sebaiknya betul capable dan bukan berdasarkan skill atau keahliannya kkn masih merajalela dan masyk harus pakai fulus
2025-12-04T18:24:03Z,menurut saya sih fiskalnya masih perlu ekspansif dikit pak defisit masih oke lah
2025-12-04T18:11:18Z,tontonan mewah mantap
2025-12-04T18:10:59Z,podcast ngundangartis menteri
2025-12-04T18:07:09Z,mentri kita ni
2025-12-04T18:03:33Z,dan lawak juga
2025-12-04T18:03:27Z,ini baru sbg menkeu apalagi kalo dikasih power yg lebih misal sbg menko tentu target nya lbh cepat terwujud
2025-12-04T18:02:57Z,perbanyak nonton podcast begini kurangin nonton podcast dedi dan deni
2025-12-04T17:54:11Z,diskusi yang bagus dan berbobot
2025-12-04T17:53:48Z,sehat sehat pak pur dan pak gita
2025-12-04T17:45:35Z,kaum quot bottleneck quot ini dimusnahkan saja lah kesal saya dengernya selalu mikir dirinya sendiri
2025-12-04T17:41:32Z,kalo indonesia isinya orang kek gini smua maju negara kita inisehat trus orang baik
2025-12-04T17:36:36Z,pertama kalinya pantengin podcast tanpa jeda setengah jam luarbiasa orang ini the podcast ini sangat berkualitas terima kasih pak gita dan tim endgame dan tentunya juga pak purbaya
2025-12-04T17:33:50Z,pak gita mintak tolong dong buat surat cinta untuk indonesia jilid bersama malaka project
2025-12-04T17:30:29Z,icor bismillah
2025-12-04T17:30:07Z,tapi yang jelastapi begini ya
2025-12-04T17:26:53Z,stiap pak gita pendidikan dan literasi itu penting sya slalu menyesal knp sya tidak berani kuliah krn tidak ada dana tp sya pastikan anak saya smua harus sarjana
2025-12-04T17:21:33Z,bencana banjir sumatera dan aceh perlu dana besar rakyat hrs dibantu sandang pangan future effect luar biasa the time is now helping people more and more dont be late a lot people suffering titip pesan nasi bungkus nga cukup semoga perusaj hutan sadar return back think about it from boise idaho usa
2025-12-04T17:20:18Z,thanks pak gita dan pak pur
2025-12-04T17:16:53Z,mewahh
2025-12-04T17:05:14Z,mul sepertinya tidak memahami soal ini
2025-12-04T17:03:14Z,terima kasih
2025-12-04T17:02:47Z,pak purbaya goals nya clear dan step by step nya jelas pak gita terlalu ngawang dngan kacamata kondisi yang ideal satu pak gita pr bangsa ini terlalu banyak
2025-12-04T17:02:35Z,undang gibran pak
2025-12-04T17:02:17Z,pemerintahan prabowo sempat terancam kondisi sosial politik
2025-12-04T17:02:02Z,daging daging daging konten super gizi ternyata selama ini kita kekurangan gizi terima kasih bapak bapak
2025-12-04T17:01:44Z,indonesia tidak kekurangan orang pintar tapi kekurangan banyak orang jujur
2025-12-05T16:14:41Z,sebenarnya yg pintar sejati adalah pintar sekaligus jujur
2025-12-04T16:55:41Z,pak purbaya seorang menteri yg cerdas dan bener mikirin rakyat pak gita thank you
2025-12-04T16:55:09Z,mantapp obrolan nya
2025-12-04T16:53:55Z,keren pak pur mau mendengar masukan bahkan sangat antusias
2025-12-04T16:49:03Z,selalu senang dan kepo kalo p purbaya d wawancarai dulu malas bgt kalo dengar ngomongin ekonomi p pur mirip pak marie muhammad
2025-12-04T16:48:38Z,daging semua isi nya makasih pak
2025-12-04T16:47:56Z,keren pembahasannya harusnya yg gini sll d tampilkn seumur baru dapat tontonan yg top sprti ini semoga kalian sll diberikan kesehatan serta dlm perlingdungan allah swt
2025-12-04T16:46:52Z,keren neh sampai bahas dunia pendidikan
2025-12-04T16:45:17Z,kok mengkhawatirkan ya calon generasi masa depan
2025-12-04T16:44:36Z,terima kasih telah menjaga asa itu tetap hidup
2025-12-04T16:44:06Z,the real mbg untuk otak
2025-12-04T16:43:19Z,podcast terbaik dari seluruh perbincangan pak purbaya terimakasih pak gita
2025-12-04T16:42:07Z,berapa banyak anggota dpr parpol politisi pejabat daerah pimpinan tni polri yg hasil dari stem gmn mereka paham n mentranslasi angka
2025-12-04T16:30:35Z,ini baru podcast berkelas kelas pak gita
2025-12-04T16:29:50Z,ini yg d tggu
2025-12-04T16:28:46Z,kita banyak belajar dari sini
2025-12-04T16:28:04Z,terimakasih pak gita
2025-12-04T16:26:07Z,terimakasih pak gita dan pak purbaya pembicaraan ini dapat menambah wawasan anak muda tentang perekonomian indonesia
2025-12-04T16:19:30Z,dua ekonom panutan tabarakallah
2025-12-04T16:18:52Z,mantap semoga indonesiaku kedepan memiliki pemimpin yang sangat baik seperti anda
2025-12-04T16:11:56Z,seru euy
2025-12-04T16:11:47Z,pak purbaya orang dalam nya lord luhut king gemoy
2025-12-04T16:06:40Z,bagus sekali podcastnya pak terimakasih
2025-12-04T16:05:42Z,mantap
2025-12-04T16:03:28Z,ilmu top level rakyat jdi pinter
2025-12-04T15:58:44Z,besok undang gibran pak gita beliau adalah pakar ai diskusi dengan beliau pasti seru
2025-12-05T01:58:47Z,hadew
2025-12-28T18:31:27Z,undang anggota dpr buat podcast seru kali ya
2025-12-04T15:57:45Z,ott operasi tangkap tangan obrolan tingkat tinggi
2025-12-04T15:57:08Z,kepintaran berbentur kepintaran berisik sekali pantas negri ini sulit maju
2025-12-04T15:54:24Z,semoga nasib guru bisa lebih baik lagi selama ini masih banyak guru yg diupah tidak layak guru adalah garda terdepan bangsa penentu masa depan bangsa
2025-12-04T15:54:24Z,nyimak kuliah sks full daging semua
